cell_id,zone_id,elevation,slope,distance_to_river_m,pre2021_landslide_pct,distance_to_old_landslide_m,event_impact_pct,impacted_2021
5475,MEL_Z03,3192.0,24.168814,715.8186084662635,42.65956968341777,20.81055388333496,27.271271108804374,1
5476,MEL_Z03,3484.0,44.9347,801.3724037587042,4.261898208530982,0.0,0.0,0
5477,MEL_Z03,3603.0,35.67278,859.804384025709,7.043518090229671,81.68192387498247,5.6761945085750645,1
5478,MEL_Z03,3738.0,39.52837,906.0276937918896,9.663128467945462,17.00087581716198,0.6703819088980706,0
5479,MEL_Z03,3881.0,53.84784,959.161758740676,2.094939542316344,47.55219235722908,0.0,0
5480,MEL_Z03,3981.0,45.12085,1030.683843640551,3.011765396870904,41.828006800639535,0.0,0
5481,MEL_Z03,4070.0,30.62508,1109.7076958132411,0.0,237.9679874536964,0.0,0
5482,MEL_Z03,3978.0,39.355293,1102.6053482475313,0.09712850164858752,120.67647418329327,0.101989748485941,0
5483,MEL_Z03,3980.0,27.518763,1125.0304655254686,2.29741810542257,73.4424743974158,3.8019579244862998,1
5484,MEL_Z03,4027.0,36.935127,1150.0484304621907,21.74103628470831,0.0,10.043020125190845,1
5485,MEL_Z03,4260.0,39.998795,1207.403057995238,25.86830109460155,5.86091249355726,10.427546037510844,1
5486,MEL_Z03,4358.0,46.17601,1289.9577127793495,24.62910036816847,0.0,12.727713555703568,1
5487,MEL_Z03,4377.0,40.332573,1348.8829943426706,63.52009347717323,0.0,33.89551036131502,1
5488,MEL_Z02,4411.0,41.726673,1312.7628590794268,1.066807990062944,28.899774389644808,0.0,0
5489,MEL_Z02,4449.0,19.31029,1312.3540814770872,0.0,214.8863480069145,0.0,0
5490,MEL_Z02,4375.0,43.456715,1268.9649373442717,0.0,183.48219955616017,0.0,0
5491,MEL_Z02,4293.0,37.233273,1274.0764456062805,0.0,244.02733390327296,0.0,0
5492,MEL_Z02,4195.0,34.623558,1321.6775969545567,0.06452085342666852,119.21085767632935,0.0,0
5493,MEL_Z02,4030.0,21.844229,1411.3635161396778,29.447387331767374,10.56343333220617,24.68401229903312,1
5494,MEL_Z02,3936.0,29.60509,1524.5806583382184,32.613731493840795,24.732119605265574,54.58008390274283,1
5495,MEL_Z02,4200.0,27.769136,1630.3111033997504,7.161001000933805,48.87492630174687,0.0,0
5496,MEL_Z01,4323.0,30.439903,1688.2477217605635,40.95449788195691,1.5146217730239586,2.100265877346365,1
5497,MEL_Z01,4491.0,52.045395,1471.0689885896059,47.56300694526272,10.981119800714362,6.791608455449655,1
5498,MEL_Z01,4641.0,38.406063,1261.576438925058,30.07170373525397,23.003453572352292,22.54196559721913,1
5499,MEL_Z01,4915.0,50.872017,1042.3080987552094,20.45151165876509,9.965732160359245,5.327059790010073,1
5500,MEL_Z01,4997.0,35.807552,827.0180474422507,0.0,201.35439333377278,0.0,0
5501,MEL_Z01,4920.0,48.997242,631.5027305547017,0.2812025851823202,24.310054098741684,0.0,0
5502,MEL_Z01,4807.0,12.942409,451.5754512759824,3.3199846430365514,77.82287379993794,2.1408972506168116,1
5503,MEL_Z01,4850.0,22.311731,225.09110935728597,4.3625624681656925,38.58984797050844,4.227682245101088,1
5504,MEL_Z01,4862.0,12.625546,7.267520831874857,0.0,210.2934985655028,0.0,0
5505,MEL_Z01,4890.0,12.946521,199.7882802916541,11.41929891191955,68.86324338614347,0.0,0
5506,MEL_Z01,4949.0,12.604383,419.60066427935266,25.678201108930015,30.568656400858814,0.0,0
5507,MEL_Z01,5051.0,23.48464,635.8099432343367,0.9988707742904345,118.9793286654544,0.0,0
5508,MEL_Z01,5173.0,52.876343,865.6167676596767,0.0,311.84428812162884,0.0,0
5509,MEL_Z01,5384.0,19.02691,1083.378971905188,0.0,490.3744567071879,0.0,0
5510,MEL_Z01,5433.0,4.9037924,1255.619252841288,0.0,654.657536364043,0.0,0
5513,MEL_Z11,1829.0,17.011982,2806.9393482807895,0.0,600.5810621989332,0.0,0
5514,MEL_Z11,1755.0,25.650234,2645.8032079770005,0.0,383.69084249188677,0.0,0
5515,MEL_Z11,1640.0,30.033562,2475.054815296661,0.05787926839135743,154.87500487642362,0.0,0
5516,MEL_Z11,1531.0,26.983027,2317.7536155943126,0.7778319586027503,146.25638870038867,0.0,0
5517,MEL_Z11,1399.0,11.082645,2161.596712696489,0.0,365.7681622475059,0.0,0
5518,MEL_Z11,1329.0,33.39194,1982.9873996038077,0.0,607.5884767436938,0.0,0
5519,MEL_Z11,1349.0,31.735374,1820.7895253005415,0.0,854.1318198202936,0.0,0
5520,MEL_Z11,1341.0,12.688797,1677.8443366435297,0.0,680.0362640601057,0.0,0
5521,MEL_Z11,1283.0,18.100721,1498.7029203438092,0.0,431.48368544234427,0.0,0
5522,MEL_Z11,1197.0,23.975777,1291.6584530226849,0.0,186.8342077056285,0.0,0
5523,MEL_Z11,1213.0,25.955402,1102.005747439335,0.3668334952904486,75.29892222513425,0.0,0
5524,MEL_Z11,1149.0,25.623278,940.9346510509613,8.724602383092444,75.576569396942,0.0,0
5525,MEL_Z11,1164.0,16.787176,824.1403174259924,0.24774062783970305,138.96173312743687,0.0,0
5526,MEL_Z11,1236.0,24.932657,769.9278019533534,0.0,382.0783087842784,0.0,0
5527,MEL_Z11,1146.0,28.536375,579.3533587585857,0.0,185.66791744215269,0.017842974086006918,0
5528,MEL_Z11,1169.0,38.772373,421.45493521176365,0.46693661049586244,133.75691229184906,3.6743902472568077,1
5529,MEL_Z11,1114.0,33.508293,349.9797292918074,0.0,340.3728730338747,0.0,0
5530,MEL_Z11,1119.0,42.287674,324.0214234394788,0.0,577.8458483218087,0.0,0
5531,MEL_Z11,1120.0,18.85055,313.0573256287936,0.0,432.57511923310415,0.0,0
5532,MEL_Z10,1005.0,43.832436,139.00956968090895,0.0,274.36324434436153,0.0,0
5533,MEL_Z10,925.0,0.33761477,8.787837844021599,0.5611506433788019,95.55190121609384,0.16515981414982772,0
5534,MEL_Z10,1031.0,42.38075,105.84066697446727,0.0,156.3033898029668,0.0,0
5535,MEL_Z10,960.0,30.788515,80.54269523719294,0.0,200.73549017984925,0.0,0
5536,MEL_Z10,991.0,26.808334,170.7119039375469,0.0,236.69497399535473,0.0,0
5537,MEL_Z10,980.0,29.992249,218.68333397004216,0.0,442.87589377144894,2.1716790076535384,1
5538,MEL_Z10,1023.0,30.256441,229.47615922528803,0.0,440.46072355508704,10.118709552301745,1
5539,MEL_Z10,1023.0,5.2374763,296.5636720138015,0.0,272.05742767189804,0.0,0
5540,MEL_Z10,1029.0,18.735277,210.08019165673042,0.0,154.95677802656294,0.5923803224836655,0
5541,MEL_Z10,1005.0,12.688797,255.76363555396924,1.7449939660505713,62.89421594634172,0.0,0
5542,MEL_Z10,1031.0,11.708632,148.02650728794112,0.0,213.43470687145984,0.0,0
5543,MEL_Z10,1002.0,12.709802,90.3050198733852,0.0,456.83795097665416,0.0,0
5544,MEL_Z10,1004.0,16.916515,139.44545901997185,0.0,656.8998759193823,0.0,0
5545,MEL_Z10,1070.0,18.1227,203.4530547889073,0.0,718.2738815743373,0.03756275910097268,0
5546,MEL_Z09,1122.0,14.129504,262.5763981566568,0.0,650.0644403854793,0.0,0
5547,MEL_Z09,1086.0,16.416441,368.24000067862886,0.0,668.5100311653429,0.0,0
5548,MEL_Z09,1168.0,11.038533,438.7888800696418,0.0,772.1577215075228,0.0,0
5549,MEL_Z09,1152.0,6.918175,467.6919447639509,0.0,933.0323852893266,0.0,0
5550,MEL_Z09,1198.0,11.976726,557.426224714147,0.0,954.8594819726201,0.0,0
5551,MEL_Z09,1148.0,6.2551007,625.1432574046356,0.0,861.7717411595233,0.0,0
5552,MEL_Z09,1124.0,22.159546,653.6192718601284,0.0,821.9031259859203,0.0,0
5553,MEL_Z09,1238.0,14.481125,678.8378433926114,0.0,689.6289823537498,0.0,0
5554,MEL_Z09,1264.0,24.141115,674.2158631785816,0.0,439.91791990483176,0.0,0
